Building,Time,Weekday,Student_Count_Building
Park,14:15,Wednesday,143
Spaulding,14:15,Wednesday,30
Talbrt,14:15,Wednesday,179
Academ,14:30,Friday,58
Alumni,14:30,Friday,48
Baird,14:30,Friday,3
Baldy,14:30,Friday,222
Bell,14:30,Friday,33
Bonner,14:30,Friday,16
CFA,14:30,Friday,20
Capen,14:30,Friday,111
Cfa,14:30,Friday,63
Clemen,14:30,Friday,403
Cooke,14:30,Friday,164
Davis,14:30,Friday,103
Frnczk,14:30,Friday,140
Furnas,14:30,Friday,40
Hoch,14:30,Friday,13
Jacobs,14:30,Friday,148
Jarvis,14:30,Friday,23
Knox,14:30,Friday,1108
Math,14:30,Friday,33
Norton,14:30,Friday,134
Nsc,14:30,Friday,807
Obrian,14:30,Friday,278
Park,14:30,Friday,103
Spaulding,14:30,Friday,12
Talbrt,14:30,Friday,171
Academ,14:30,Monday,150
Alfier,14:30,Monday,82
Alumni,14:30,Monday,122
Baird,14:30,Monday,11
Baldy,14:30,Monday,320
Bell,14:30,Monday,106
Bonner,14:30,Monday,25
CFA,14:30,Monday,142
Capen,14:30,Monday,143
Cfa,14:30,Monday,173
Clemen,14:30,Monday,373
Cooke,14:30,Monday,247
Davis,14:30,Monday,103
Frnczk,14:30,Monday,138
Furnas,14:30,Monday,41
Grein,14:30,Monday,18
Hoch,14:30,Monday,71
Jacobs,14:30,Monday,304
Jarvis,14:30,Monday,10
Knox,14:30,Monday,1108
Math,14:30,Monday,30
Norton,14:30,Monday,211
Nsc,14:30,Monday,1247
Obrian,14:30,Monday,484
Park,14:30,Monday,111
Talbrt,14:30,Monday,143
Academ,14:30,Thursday,171
Alfier,14:30,Thursday,137
Alumni,14:30,Thursday,17
Baird,14:30,Thursday,55
Baldy,14:30,Thursday,380
Bell,14:30,Thursday,80
CFA,14:30,Thursday,128
Capen,14:30,Thursday,135
Cfa,14:30,Thursday,183
Clemen,14:30,Thursday,350
Cooke,14:30,Thursday,309
Davis,14:30,Thursday,81
Frnczk,14:30,Thursday,194
Furnas,14:30,Thursday,71
Hoch,14:30,Thursday,138
Jacobs,14:30,Thursday,252
Ketter,14:30,Thursday,5
Knox,14:30,Thursday,511
Math,14:30,Thursday,68
Norton,14:30,Thursday,420
Nsc,14:30,Thursday,1057
Obrian,14:30,Thursday,548
Park,14:30,Thursday,113
Spaulding,14:30,Thursday,23
Talbrt,14:30,Thursday,141
Ubcmns,14:30,Thursday,24
Wilkeson,14:30,Thursday,35
Academ,14:30,Tuesday,192
Alfier,14:30,Tuesday,142
Alumni,14:30,Tuesday,46
Baird,14:30,Tuesday,52
Baldy,14:30,Tuesday,406
Bell,14:30,Tuesday,80
CFA,14:30,Tuesday,128
Capen,14:30,Tuesday,189
Cfa,14:30,Tuesday,231
Clemen,14:30,Tuesday,305
Cooke,14:30,Tuesday,309
Davis,14:30,Tuesday,81
Frnczk,14:30,Tuesday,172
Furnas,14:30,Tuesday,87
Hoch,14:30,Tuesday,162
Jacobs,14:30,Tuesday,251
Jarvis,14:30,Tuesday,10
Ketter,14:30,Tuesday,5
Knox,14:30,Tuesday,511
Math,14:30,Tuesday,68
Norton,14:30,Tuesday,420
Nsc,14:30,Tuesday,1038
Obrian,14:30,Tuesday,539
Park,14:30,Tuesday,151
Spaulding,14:30,Tuesday,24
Talbrt,14:30,Tuesday,141
Ubcmns,14:30,Tuesday,24
Wilkeson,14:30,Tuesday,32
Academ,14:30,Wednesday,85
Alfier,14:30,Wednesday,82
Alumni,14:30,Wednesday,105
Baird,14:30,Wednesday,46
Baldy,14:30,Wednesday,263
Bell,14:30,Wednesday,62
CFA,14:30,Wednesday,147
Capen,14:30,Wednesday,184
Cfa,14:30,Wednesday,153
Clemen,14:30,Wednesday,439
Cooke,14:30,Wednesday,264
Davis,14:30,Wednesday,118
Frnczk,14:30,Wednesday,188
Furnas,14:30,Wednesday,59
Hoch,14:30,Wednesday,198
Jacobs,14:30,Wednesday,306
Jarvis,14:30,Wednesday,22
Knox,14:30,Wednesday,1108
Math,14:30,Wednesday,30
Norton,14:30,Wednesday,219
Nsc,14:30,Wednesday,1287
Obrian,14:30,Wednesday,522
Park,14:30,Wednesday,106
Spaulding,14:30,Wednesday,30
Talbrt,14:30,Wednesday,179
Academ,14:45,Friday,7
Baird,14:45,Friday,3
Baldy,14:45,Friday,60
Bell,14:45,Friday,14
CFA,14:45,Friday,20
Capen,14:45,Friday,23
Cfa,14:45,Friday,14
Clemen,14:45,Friday,52
Frnczk,14:45,Friday,65
Furnas,14:45,Friday,40
Jacobs,14:45,Friday,11
Jarvis,14:45,Friday,23
Norton,14:45,Friday,15
Nsc,14:45,Friday,91
Obrian,14:45,Friday,21
Park,14:45,Friday,2
Spaulding,14:45,Friday,12
Academ,14:45,Monday,83
Alfier,14:45,Monday,82
Alumni,14:45,Monday,17
Baird,14:45,Monday,11
Baldy,14:45,Monday,136
Bell,14:45,Monday,33
CFA,14:45,Monday,142
Cfa,14:45,Monday,54
Clemen,14:45,Monday,75
Cooke,14:45,Monday,50
Frnczk,14:45,Monday,57
Furnas,14:45,Monday,41
Grein,14:45,Monday,18
Hoch,14:45,Monday,82
Jacobs,14:45,Monday,254
Jarvis,14:45,Monday,10
Math,14:45,Monday,30
Norton,14:45,Monday,54
Nsc,14:45,Monday,531
Obrian,14:45,Monday,191
Park,14:45,Monday,66
Talbrt,14:45,Monday,17
Academ,14:45,Thursday,171
Alfier,14:45,Thursday,137
Alumni,14:45,Thursday,17
Baird,14:45,Thursday,55
Baldy,14:45,Thursday,323
Bell,14:45,Thursday,80
CFA,14:45,Thursday,128
Capen,14:45,Thursday,105
Cfa,14:45,Thursday,157
Clemen,14:45,Thursday,254
Cooke,14:45,Thursday,309
Davis,14:45,Thursday,81
Frnczk,14:45,Thursday,151
Furnas,14:45,Thursday,47
Hoch,14:45,Thursday,138
Jacobs,14:45,Thursday,227
Ketter,14:45,Thursday,5
Knox,14:45,Thursday,511
Math,14:45,Thursday,68
Norton,14:45,Thursday,420
Nsc,14:45,Thursday,1057
Obrian,14:45,Thursday,405
Park,14:45,Thursday,91
Spaulding,14:45,Thursday,23
Talbrt,14:45,Thursday,141
Ubcmns,14:45,Thursday,24
Wilkeson,14:45,Thursday,35
Academ,14:45,Tuesday,192
Alfier,14:45,Tuesday,142
Alumni,14:45,Tuesday,16
Baird,14:45,Tuesday,52
Baldy,14:45,Tuesday,311
Bell,14:45,Tuesday,80
CFA,14:45,Tuesday,128
Capen,14:45,Tuesday,107
Cfa,14:45,Tuesday,205
Clemen,14:45,Tuesday,258
Cooke,14:45,Tuesday,309
Davis,14:45,Tuesday,81
Frnczk,14:45,Tuesday,129
Furnas,14:45,Tuesday,66
Hoch,14:45,Tuesday,147
Jacobs,14:45,Tuesday,227
Jarvis,14:45,Tuesday,10
Ketter,14:45,Tuesday,5
Knox,14:45,Tuesday,511
Math,14:45,Tuesday,68
Norton,14:45,Tuesday,420
Nsc,14:45,Tuesday,993
Obrian,14:45,Tuesday,402
Park,14:45,Tuesday,124
Spaulding,14:45,Tuesday,24
Talbrt,14:45,Tuesday,141
Ubcmns,14:45,Tuesday,24
Wilkeson,14:45,Tuesday,32
Academ,14:45,Wednesday,18
Alfier,14:45,Wednesday,82
Baird,14:45,Wednesday,20
Baldy,14:45,Wednesday,131
Bell,14:45,Wednesday,48
CFA,14:45,Wednesday,147
Capen,14:45,Wednesday,20
Cfa,14:45,Wednesday,43
Clemen,14:45,Wednesday,77
Cooke,14:45,Wednesday,67
Frnczk,14:45,Wednesday,69
Furnas,14:45,Wednesday,59
Hoch,14:45,Wednesday,209
Jacobs,14:45,Wednesday,254
Jarvis,14:45,Wednesday,22
Math,14:45,Wednesday,30
Norton,14:45,Wednesday,77
Nsc,14:45,Wednesday,571
Obrian,14:45,Wednesday,229
Park,14:45,Wednesday,79
Spaulding,14:45,Wednesday,30
Academ,15:00,Friday,7
Alfier,15:00,Friday,25
Baird,15:00,Friday,3
Baldy,15:00,Friday,163
Bell,15:00,Friday,14
CFA,15:00,Friday,20
Capen,15:00,Friday,53
Clemen,15:00,Friday,239
Cooke,15:00,Friday,151
Davis,15:00,Friday,51
Frnczk,15:00,Friday,100
Furnas,15:00,Friday,40
Jacobs,15:00,Friday,169
Jarvis,15:00,Friday,23
Knox,15:00,Friday,690
Math,15:00,Friday,34
Norton,15:00,Friday,277
Nsc,15:00,Friday,730
Obrian,15:00,Friday,135
Park,15:00,Friday,80
Spaulding,15:00,Friday,12
Talbrt,15:00,Friday,157
Academ,15:00,Monday,152
Alfier,15:00,Monday,82
Alumni,15:00,Monday,148
Baird,15:00,Monday,12
Baldy,15:00,Monday,274
Bell,15:00,Monday,57
Bonner,15:00,Monday,25
Capen,15:00,Monday,109
Cfa,15:00,Monday,54
Clemen,15:00,Monday,306
Cooke,15:00,Monday,179
Davis,15:00,Monday,51
Frnczk,15:00,Monday,92
Furnas,15:00,Monday,41
Grein,15:00,Monday,18
Hoch,15:00,Monday,72
Jacobs,15:00,Monday,304
Jarvis,15:00,Monday,10
Ketter,15:00,Monday,6
Knox,15:00,Monday,501
Math,15:00,Monday,30
Norton,15:00,Monday,398
Nsc,15:00,Monday,1196
Obrian,15:00,Monday,331
Park,15:00,Monday,124
Talbrt,15:00,Monday,142
Ubcmns,15:00,Monday,13
Wilkeson,15:00,Monday,37
Academ,15:00,Thursday,178
Alfier,15:00,Thursday,137
Alumni,15:00,Thursday,146
Baird,15:00,Thursday,55
Baldy,15:00,Thursday,310
Bell,15:00,Thursday,80
Capen,15:00,Thursday,105
Cfa,15:00,Thursday,146
Clemen,15:00,Thursday,254
Cooke,15:00,Thursday,309
Davis,15:00,Thursday,81
Frnczk,15:00,Thursday,176
Furnas,15:00,Thursday,70
Hoch,15:00,Thursday,138
Jacobs,15:00,Thursday,227
Ketter,15:00,Thursday,5
Knox,15:00,Thursday,511
Math,15:00,Thursday,68
Norton,15:00,Thursday,420
Nsc,15:00,Thursday,1057
Obrian,15:00,Thursday,471
Park,15:00,Thursday,91
Spaulding,15:00,Thursday,23
Talbrt,15:00,Thursday,141
Ubcmns,15:00,Thursday,24
Wilkeson,15:00,Thursday,35
Academ,15:00,Tuesday,225
Alfier,15:00,Tuesday,142
Alumni,15:00,Tuesday,145
Baird,15:00,Tuesday,52
Baldy,15:00,Tuesday,339
Bell,15:00,Tuesday,80
Capen,15:00,Tuesday,107
Cfa,15:00,Tuesday,194
Clemen,15:00,Tuesday,288
Cooke,15:00,Tuesday,309
Davis,15:00,Tuesday,81
Frnczk,15:00,Tuesday,156
Furnas,15:00,Tuesday,66
Hoch,15:00,Tuesday,162
Jacobs,15:00,Tuesday,253
Jarvis,15:00,Tuesday,10
Ketter,15:00,Tuesday,5
Knox,15:00,Tuesday,511
Math,15:00,Tuesday,68
Norton,15:00,Tuesday,420
Nsc,15:00,Tuesday,993
Obrian,15:00,Tuesday,468
Park,15:00,Tuesday,124
Spaulding,15:00,Tuesday,24
Talbrt,15:00,Tuesday,141
Ubcmns,15:00,Tuesday,24
Wilkeson,15:00,Tuesday,32
Academ,15:00,Wednesday,87
Alfier,15:00,Wednesday,82
Alumni,15:00,Wednesday,155
Baird,15:00,Wednesday,20
Baldy,15:00,Wednesday,207
Bell,15:00,Wednesday,67
CFA,15:00,Wednesday,5
Capen,15:00,Wednesday,93
Cfa,15:00,Wednesday,43
Clemen,15:00,Wednesday,363
Cooke,15:00,Wednesday,210
Davis,15:00,Wednesday,51
Frnczk,15:00,Wednesday,125
Furnas,15:00,Wednesday,82
Hoch,15:00,Wednesday,209
Jacobs,15:00,Wednesday,301
Jarvis,15:00,Wednesday,22
Ketter,15:00,Wednesday,6
Knox,15:00,Wednesday,540
Math,15:00,Wednesday,60
Norton,15:00,Wednesday,381
Nsc,15:00,Wednesday,1236
Obrian,15:00,Wednesday,407
Park,15:00,Wednesday,167
Spaulding,15:00,Wednesday,30
Talbrt,15:00,Wednesday,125
Wilkeson,15:00,Wednesday,39
Academ,15:15,Monday,101
Alfier,15:15,Monday,35
Alumni,15:15,Monday,148
Baird,15:15,Monday,1
Baldy,15:15,Monday,274
Bell,15:15,Monday,57
Bonner,15:15,Monday,25
CFA,15:15,Monday,68
Capen,15:15,Monday,109
Cfa,15:15,Monday,43
Clemen,15:15,Monday,289
Cooke,15:15,Monday,159
Davis,15:15,Monday,51
Frnczk,15:15,Monday,35
Furnas,15:15,Monday,41
Grein,15:15,Monday,18
Hoch,15:15,Monday,72
Jacobs,15:15,Monday,50
Jarvis,15:15,Monday,10
Ketter,15:15,Monday,6
Knox,15:15,Monday,501
Math,15:15,Monday,30
Norton,15:15,Monday,344
Nsc,15:15,Monday,964
Obrian,15:15,Monday,190
Park,15:15,Monday,98
Talbrt,15:15,Monday,142
Ubcmns,15:15,Monday,13
Wilkeson,15:15,Monday,37
Academ,15:15,Thursday,33
Alfier,15:15,Thursday,14
Alumni,15:15,Thursday,135
Baird,15:15,Thursday,3
Baldy,15:15,Thursday,169
Bell,15:15,Thursday,28
CFA,15:15,Thursday,64
Capen,15:15,Thursday,5
Cfa,15:15,Thursday,142
Clemen,15:15,Thursday,9
Cooke,15:15,Thursday,44
Frnczk,15:15,Thursday,25
Furnas,15:15,Thursday,23
Hoch,15:15,Thursday,71
Math,15:15,Thursday,25
Nsc,15:15,Thursday,323
Obrian,15:15,Thursday,80
Park,15:15,Thursday,32
Spaulding,15:15,Thursday,23
Wilkeson,15:15,Thursday,25
Academ,15:15,Tuesday,75
Alfier,15:15,Tuesday,19
Alumni,15:15,Tuesday,134
Baldy,15:15,Tuesday,198
Bell,15:15,Tuesday,28
CFA,15:15,Tuesday,70
Capen,15:15,Tuesday,20
Cfa,15:15,Tuesday,142
Clemen,15:15,Tuesday,46
Cooke,15:15,Tuesday,44
Frnczk,15:15,Tuesday,27
Furnas,15:15,Tuesday,51
Hoch,15:15,Tuesday,95
Jacobs,15:15,Tuesday,26
Jarvis,15:15,Tuesday,10
Math,15:15,Tuesday,25
Nsc,15:15,Tuesday,310
Obrian,15:15,Tuesday,77
Park,15:15,Tuesday,65
Spaulding,15:15,Tuesday,24
Wilkeson,15:15,Tuesday,25
Academ,15:15,Wednesday,69
Alfier,15:15,Wednesday,35
Alumni,15:15,Wednesday,155
Baird,15:15,Wednesday,9
Baldy,15:15,Wednesday,207
Bell,15:15,Wednesday,67
CFA,15:15,Wednesday,73
Capen,15:15,Wednesday,73
Cfa,15:15,Wednesday,43
Clemen,15:15,Wednesday,355
Cooke,15:15,Wednesday,190
Davis,15:15,Wednesday,51
Frnczk,15:15,Wednesday,68
Furnas,15:15,Wednesday,82
Hoch,15:15,Wednesday,209
Jacobs,15:15,Wednesday,47
Jarvis,15:15,Wednesday,22
Ketter,15:15,Wednesday,6
Knox,15:15,Wednesday,540
Math,15:15,Wednesday,60
Norton,15:15,Wednesday,327
Nsc,15:15,Wednesday,1004
Obrian,15:15,Wednesday,266
Park,15:15,Wednesday,141
Spaulding,15:15,Wednesday,30
Talbrt,15:15,Wednesday,125
Wilkeson,15:15,Wednesday,39
Academ,15:30,Monday,101
Alfier,15:30,Monday,104
Alumni,15:30,Monday,148
Baird,15:30,Monday,1
Baldy,15:30,Monday,259
Bell,15:30,Monday,57
Bonner,15:30,Monday,25
CFA,15:30,Monday,83
Capen,15:30,Monday,109
Cfa,15:30,Monday,52
Clemen,15:30,Monday,307
Cooke,15:30,Monday,159
Davis,15:30,Monday,51
Frnczk,15:30,Monday,129
Furnas,15:30,Monday,41
Grein,15:30,Monday,18
Hoch,15:30,Monday,72
Jacobs,15:30,Monday,184
Jarvis,15:30,Monday,10
Ketter,15:30,Monday,6
Knox,15:30,Monday,585
Math,15:30,Monday,30
Norton,15:30,Monday,344
Nsc,15:30,Monday,1120
Obrian,15:30,Monday,322
Park,15:30,Monday,102
Talbrt,15:30,Monday,160
Ubcmns,15:30,Monday,13
Wilkeson,15:30,Monday,37
Academ,15:30,Thursday,138
Alfier,15:30,Thursday,76
Alumni,15:30,Thursday,157
Baldy,15:30,Thursday,259
Bell,15:30,Thursday,43
CFA,15:30,Thursday,64
Capen,15:30,Thursday,91
Cfa,15:30,Thursday,142
Clemen,15:30,Thursday,316
Cooke,15:30,Thursday,237
Frnczk,15:30,Thursday,67
Furnas,15:30,Thursday,105
Hoch,15:30,Thursday,177
Jacobs,15:30,Thursday,233
Knox,15:30,Thursday,356
Math,15:30,Thursday,36
Norton,15:30,Thursday,34
Nsc,15:30,Thursday,1098
Obrian,15:30,Thursday,271
Park,15:30,Thursday,114
Spaulding,15:30,Thursday,23
Talbrt,15:30,Thursday,233
Wilkeson,15:30,Thursday,31
Academ,15:30,Tuesday,188
Alfier,15:30,Tuesday,81
Alumni,15:30,Tuesday,156
Baldy,15:30,Tuesday,298
Bell,15:30,Tuesday,63
CFA,15:30,Tuesday,70
Capen,15:30,Tuesday,85
Cfa,15:30,Tuesday,142
Clemen,15:30,Tuesday,388
Cooke,15:30,Tuesday,218
Frnczk,15:30,Tuesday,69
Furnas,15:30,Tuesday,120
Hoch,15:30,Tuesday,201
Jacobs,15:30,Tuesday,209
Jarvis,15:30,Tuesday,10
Knox,15:30,Tuesday,356
Math,15:30,Tuesday,36
Norton,15:30,Tuesday,84
Nsc,15:30,Tuesday,1085
Obrian,15:30,Tuesday,295
Park,15:30,Tuesday,150
Spaulding,15:30,Tuesday,24
Talbrt,15:30,Tuesday,233
Wilkeson,15:30,Tuesday,31
Academ,15:30,Wednesday,72
Alfier,15:30,Wednesday,104
Alumni,15:30,Wednesday,155
Baldy,15:30,Wednesday,204
Bell,15:30,Wednesday,67
CFA,15:30,Wednesday,73
Capen,15:30,Wednesday,73
Cfa,15:30,Wednesday,52
Clemen,15:30,Wednesday,369
Cooke,15:30,Wednesday,190
Davis,15:30,Wednesday,51
Frnczk,15:30,Wednesday,133
Furnas,15:30,Wednesday,82
Hoch,15:30,Wednesday,198
Jacobs,15:30,Wednesday,181
Jarvis,15:30,Wednesday,22
Ketter,15:30,Wednesday,6
Knox,15:30,Wednesday,624
Math,15:30,Wednesday,60
Norton,15:30,Wednesday,327
Nsc,15:30,Wednesday,1160
Obrian,15:30,Wednesday,259
Park,15:30,Wednesday,145
Spaulding,15:30,Wednesday,30
Talbrt,15:30,Wednesday,143
Wilkeson,15:30,Wednesday,39
Academ,15:45,Monday,101
Alfier,15:45,Monday,104
Alumni,15:45,Monday,102
Baird,15:45,Monday,1
Baldy,15:45,Monday,36
Bell,15:45,Monday,19
CFA,15:45,Monday,83
Cfa,15:45,Monday,9
Clemen,15:45,Monday,43
Cooke,15:45,Monday,50
Frnczk,15:45,Monday,94
Furnas,15:45,Monday,24
Grein,15:45,Monday,18
Hoch,15:45,Monday,72
Jacobs,15:45,Monday,134
Jarvis,15:45,Monday,10
Ketter,15:45,Monday,6
Knox,15:45,Monday,84
Nsc,15:45,Monday,403
Obrian,15:45,Monday,165
Park,15:45,Monday,32
Talbrt,15:45,Monday,18
Ubcmns,15:45,Monday,13
Wilkeson,15:45,Monday,37
Academ,15:45,Thursday,138
Alfier,15:45,Thursday,76
Alumni,15:45,Thursday,126
Baldy,15:45,Thursday,105
Bell,15:45,Thursday,43
CFA,15:45,Thursday,64
Capen,15:45,Thursday,86
Clemen,15:45,Thursday,307
Cooke,15:45,Thursday,237
Frnczk,15:45,Thursday,67
Furnas,15:45,Thursday,105
Hoch,15:45,Thursday,152
Jacobs,15:45,Thursday,237
Knox,15:45,Thursday,356
Math,15:45,Thursday,11
Norton,15:45,Thursday,34
Nsc,15:45,Thursday,1161
Obrian,15:45,Thursday,271
Park,15:45,Thursday,109
Spaulding,15:45,Thursday,23
Talbrt,15:45,Thursday,233
Wilkeson,15:45,Thursday,29
Academ,15:45,Tuesday,188
Alfier,15:45,Tuesday,81
Alumni,15:45,Tuesday,125
Baldy,15:45,Tuesday,117
Bell,15:45,Tuesday,63
CFA,15:45,Tuesday,70
Capen,15:45,Tuesday,85
Clemen,15:45,Tuesday,358
Cooke,15:45,Tuesday,218
Frnczk,15:45,Tuesday,69
Furnas,15:45,Tuesday,107
Hoch,15:45,Tuesday,154
Jacobs,15:45,Tuesday,183
Jarvis,15:45,Tuesday,10
Knox,15:45,Tuesday,356
Math,15:45,Tuesday,11
Norton,15:45,Tuesday,84
Nsc,15:45,Tuesday,1085
Obrian,15:45,Tuesday,295
Park,15:45,Tuesday,135
Spaulding,15:45,Tuesday,24
Talbrt,15:45,Tuesday,233
Wilkeson,15:45,Tuesday,6
Academ,15:45,Wednesday,72
Alfier,15:45,Wednesday,104
Alumni,15:45,Wednesday,85
Baldy,15:45,Wednesday,91
Bell,15:45,Wednesday,53
CFA,15:45,Wednesday,73
Cfa,15:45,Wednesday,9
Clemen,15:45,Wednesday,45
Cooke,15:45,Wednesday,44
Frnczk,15:45,Wednesday,86
Furnas,15:45,Wednesday,61
Hoch,15:45,Wednesday,183
Jacobs,15:45,Wednesday,134
Ketter,15:45,Wednesday,6
Knox,15:45,Wednesday,84
Norton,15:45,Wednesday,12
Nsc,15:45,Wednesday,443
Obrian,15:45,Wednesday,162
Park,15:45,Wednesday,23
Spaulding,15:45,Wednesday,30
Talbrt,15:45,Wednesday,18
Wilkeson,15:45,Wednesday,39
Academ,16:00,Monday,104
Alfier,16:00,Monday,125
Alumni,16:00,Monday,144
Baird,16:00,Monday,30
Baldy,16:00,Monday,195
Bell,16:00,Monday,13
Bonner,16:00,Monday,14
CFA,16:00,Monday,83
Capen,16:00,Monday,66
Cfa,16:00,Monday,95
Clemen,16:00,Monday,121
Cooke,16:00,Monday,282
Davis,16:00,Monday,23
Frnczk,16:00,Monday,166
Furnas,16:00,Monday,24
Grein,16:00,Monday,18
Hoch,16:00,Monday,96
Jacobs,16:00,Monday,190
Jarvis,16:00,Monday,10
Ketter,16:00,Monday,6
Knox,16:00,Monday,305
Norton,16:00,Monday,167
Nsc,16:00,Monday,856
Obrian,16:00,Monday,190
Park,16:00,Monday,73
Slee,16:00,Monday,8
Talbrt,16:00,Monday,51
Ubcmns,16:00,Monday,13
Wilkeson,16:00,Monday,37
Academ,16:00,Thursday,138
Alfier,16:00,Thursday,76
Alumni,16:00,Thursday,179
Baldy,16:00,Thursday,201
Bell,16:00,Thursday,43
CFA,16:00,Thursday,64
Capen,16:00,Thursday,135
Cfa,16:00,Thursday,62
Clemen,16:00,Thursday,312
Cooke,16:00,Thursday,272
Davis,16:00,Thursday,10
Frnczk,16:00,Thursday,114
Furnas,16:00,Thursday,105
Hoch,16:00,Thursday,128
Jacobs,16:00,Thursday,258
Ketter,16:00,Thursday,6
Knox,16:00,Thursday,388
Math,16:00,Thursday,21
Norton,16:00,Thursday,69
Nsc,16:00,Thursday,1161
Obrian,16:00,Thursday,271
Park,16:00,Thursday,92
Spaulding,16:00,Thursday,23
Talbrt,16:00,Thursday,233
Wilkeson,16:00,Thursday,29
Academ,16:00,Tuesday,188
Alfier,16:00,Tuesday,81
Alumni,16:00,Tuesday,178
Baird,16:00,Tuesday,12
Baldy,16:00,Tuesday,209
Bell,16:00,Tuesday,63
CFA,16:00,Tuesday,70
Capen,16:00,Tuesday,100
Cfa,16:00,Tuesday,58
Clemen,16:00,Tuesday,358
Cooke,16:00,Tuesday,253
Frnczk,16:00,Tuesday,183
Furnas,16:00,Tuesday,107
Hoch,16:00,Tuesday,154
Jacobs,16:00,Tuesday,204
Jarvis,16:00,Tuesday,10
Knox,16:00,Tuesday,388
Math,16:00,Tuesday,11
Norton,16:00,Tuesday,84
Nsc,16:00,Tuesday,1130
Obrian,16:00,Tuesday,284
Park,16:00,Tuesday,118
Spaulding,16:00,Tuesday,24
Talbrt,16:00,Tuesday,233
Wilkeson,16:00,Tuesday,6
Academ,16:00,Wednesday,75
Alfier,16:00,Wednesday,134
Alumni,16:00,Wednesday,127
Baird,16:00,Wednesday,39
Baldy,16:00,Wednesday,289
Bell,16:00,Wednesday,34
CFA,16:00,Wednesday,73
Capen,16:00,Wednesday,112
Cfa,16:00,Wednesday,67
Clemen,16:00,Wednesday,148
Cooke,16:00,Wednesday,321
Davis,16:00,Wednesday,23
Frnczk,16:00,Wednesday,165
Furnas,16:00,Wednesday,61
Hoch,16:00,Wednesday,207
Jacobs,16:00,Wednesday,214
Ketter,16:00,Wednesday,6
Knox,16:00,Wednesday,295
Norton,16:00,Wednesday,149
Nsc,16:00,Wednesday,864
Obrian,16:00,Wednesday,293
Park,16:00,Wednesday,51
Spaulding,16:00,Wednesday,30
Talbrt,16:00,Wednesday,32
Ubcmns,16:00,Wednesday,11
Wilkeson,16:00,Wednesday,39
Academ,16:15,Monday,70
Alfier,16:15,Monday,125
Alumni,16:15,Monday,59
Baird,16:15,Monday,30
Baldy,16:15,Monday,226
Bell,16:15,Monday,24
Bonner,16:15,Monday,14
CFA,16:15,Monday,83
Capen,16:15,Monday,93
Cfa,16:15,Monday,95
Clemen,16:15,Monday,106
Cooke,16:15,Monday,304
Davis,16:15,Monday,23
Frnczk,16:15,Monday,166
Grein,16:15,Monday,18
Hoch,16:15,Monday,72
Jacobs,16:15,Monday,190
Jarvis,16:15,Monday,10
Knox,16:15,Monday,305
Norton,16:15,Monday,205
Nsc,16:15,Monday,856
Obrian,16:15,Monday,199
Park,16:15,Monday,78
Slee,16:15,Monday,8
Talbrt,16:15,Monday,92
Ubcmns,16:15,Monday,13
Academ,16:15,Thursday,105
Alfier,16:15,Thursday,62
Alumni,16:15,Thursday,75
Baldy,16:15,Thursday,353
Bell,16:15,Thursday,69
CFA,16:15,Thursday,64
Capen,16:15,Thursday,138
Cfa,16:15,Thursday,97
Clemen,16:15,Thursday,256
Cooke,16:15,Thursday,215
Davis,16:15,Thursday,10
Frnczk,16:15,Thursday,114
Furnas,16:15,Thursday,87
Hoch,16:15,Thursday,128
Jacobs,16:15,Thursday,258
Ketter,16:15,Thursday,6
Knox,16:15,Thursday,388
Math,16:15,Thursday,10
Norton,16:15,Thursday,106
Nsc,16:15,Thursday,1147
Obrian,16:15,Thursday,276
Park,16:15,Thursday,80
Spaulding,16:15,Thursday,23
Talbrt,16:15,Thursday,211
Wilkeson,16:15,Thursday,29
Academ,16:15,Tuesday,155
Alfier,16:15,Tuesday,62
Alumni,16:15,Tuesday,75
Baird,16:15,Tuesday,12
Baldy,16:15,Tuesday,334
Bell,16:15,Tuesday,34
CFA,16:15,Tuesday,70
Capen,16:15,Tuesday,153
Cfa,16:15,Tuesday,58
Clemen,16:15,Tuesday,377
Cooke,16:15,Tuesday,207
Frnczk,16:15,Tuesday,183
Furnas,16:15,Tuesday,77
Grein,16:15,Tuesday,18
Hoch,16:15,Tuesday,203
Jacobs,16:15,Tuesday,204
Jarvis,16:15,Tuesday,10
Knox,16:15,Tuesday,388
Norton,16:15,Tuesday,93
Nsc,16:15,Tuesday,1116
Obrian,16:15,Tuesday,306
Park,16:15,Tuesday,132
Spaulding,16:15,Tuesday,24
Talbrt,16:15,Tuesday,211
Wilkeson,16:15,Tuesday,6
Academ,16:15,Wednesday,6
Alfier,16:15,Wednesday,134
Alumni,16:15,Wednesday,42
Baird,16:15,Wednesday,39
Baldy,16:15,Wednesday,302
Bell,16:15,Wednesday,34
CFA,16:15,Wednesday,73
Capen,16:15,Wednesday,152
Cfa,16:15,Wednesday,67
Clemen,16:15,Wednesday,159
Cooke,16:15,Wednesday,321
Davis,16:15,Wednesday,23
Frnczk,16:15,Wednesday,165
Furnas,16:15,Wednesday,61
Hoch,16:15,Wednesday,183
Jacobs,16:15,Wednesday,214
Knox,16:15,Wednesday,295
Norton,16:15,Wednesday,149
Nsc,16:15,Wednesday,864
Obrian,16:15,Wednesday,293
Park,16:15,Wednesday,89
Spaulding,16:15,Wednesday,30
Talbrt,16:15,Wednesday,73
